timestamp,unit_id,temp,pressure,airflow,vibration,power,temp_change,pressure_change,airflow_change,vibration_change,power_change,temp_rolling_mean,vibration_rolling_mean,vibration_state,airflow_state,temperature_state,power_state,risk_score
2026-01-01 00:00:00,HVAC_1,21.929758912915247,1.1930867849414408,323.23844269050346,0.0276151492820401,4.953169325055333,,,,,,21.929758912915247,0.0276151492820401,normal,normal,normal,normal,0
2026-01-01 00:05:00,HVAC_1,21.929758912915247,1.2789606407753695,323.8371736457645,0.0176526280703252,5.108512008717193,0.0,0.0858738558339287,0.5987309552610327,-0.009962521211714901,0.15534268366186055,21.929758912915247,0.02263388867618265,normal,normal,normal,normal,0
2026-01-01 00:10:00,HVAC_1,22.07258868146981,1.1043359877671102,311.37541083743486,0.0171885623537951,4.797433775933115,0.14282976855456297,-0.17462465300825936,-12.461762808329638,-0.00046406571653010223,-0.3110782327840784,21.977368835766768,0.020818779902053466,normal,normal,normal,normal,0
2026-01-01 00:15:00,HVAC_1,22.09427419977858,1.2732824384460777,314.1861086939204,0.0203376410234396,4.715050362757308,0.021685518308771634,0.16894645067896752,2.8106978564855467,0.0031490786696445026,-0.08238341317580655,22.00659517676972,0.020698495182400002,normal,normal,normal,normal,0
2026-01-01 00:20:00,HVAC_1,21.65470192677331,1.2187849009172835,316.99680655040595,0.0185415312510336,4.87965867755412,-0.4395722730052718,-0.05449753752879416,2.8106978564855467,-0.0017961097724060009,0.16460831479681204,21.93621652677044,0.02026710239612672,normal,normal,normal,normal,0
2026-01-01 00:25:00,HVAC_1,22.55568345535268,1.2411272456051594,313.89578175014486,0.0210443179750237,4.6080659752240445,0.9009815285793685,0.02234234468787588,-3.1010248002610865,0.0025027867239901004,-0.27159270233007593,22.03946101486748,0.020396638325942882,normal,normal,normal,normal,0
2026-01-01 00:30:00,HVAC_1,22.221539973998624,1.2085684140594986,319.4217585880588,0.0184944815220535,4.704295601926514,-0.3341434813540545,-0.03255883154566086,5.525976837913959,-0.0025498364529701993,0.0962296267024696,22.08809119171471,0.018876527032611782,normal,normal,normal,normal,0
2026-01-01 00:35:00,HVAC_1,22.00923168695342,1.2171809144784231,311.1847992231863,0.0216204198469739,4.922983543916737,-0.21230828704520377,0.008612500418924585,-8.236959364872519,0.003125938324920398,0.2186879419902228,22.101336654054403,0.019537825662053233,normal,normal,normal,normal,0
2026-01-01 00:40:00,HVAC_1,21.796923399908213,1.2305838144420431,325.15499761247975,0.0246564005955809,4.8321564953554725,-0.21230828704520732,0.013402899963619985,13.970198389293444,0.003035980748607,-0.09082704856126433,22.055392440460803,0.020782465369017532,normal,normal,normal,normal,0
2026-01-01 00:45:00,HVAC_1,21.90723628724464,1.1760412881077356,319.0717051166809,0.0144683251299698,4.760758675183866,0.11031288733642697,-0.05454252633430756,-6.083292495798844,-0.0101880754656111,-0.07139782017160634,22.02421945503848,0.019804246053439233,normal,normal,normal,normal,0
2026-01-01 00:50:00,HVAC_1,21.9783969635259,1.2501766448946012,321.8081801252381,0.0167744012269743,5.072279121101682,0.07116067628125933,0.07413535678686567,2.7364750085571927,0.002306076097004499,0.31152044591781625,22.07816862783058,0.019509724382762682,normal,normal,normal,normal,0
2026-01-01 00:55:00,HVAC_1,22.46141096993979,1.069012744795513,324.1095125218761,0.0204352353411908,4.9401985299068265,0.48301400641389236,-0.18116390009908834,2.3013323966380312,0.0036608341142165025,-0.13208059119485593,22.06245654692843,0.0194082106104572,normal,normal,normal,normal,0
2026-01-01 01:00:00,HVAC_1,21.934098433648742,1.2178556285755873,327.3894702237076,0.0174086489086317,4.838301279421362,-0.5273125362910491,0.14884288378007438,3.2799577018314494,-0.003026586432559101,-0.1018972504854645,22.014549623536784,0.019227238508220234,normal,normal,normal,normal,0
2026-01-01 01:05:00,HVAC_1,21.84947288692464,1.2457701058851036,321.64375554829843,0.0173511989811648,5.102653486622671,-0.0846255467241015,0.02791447730951635,-5.745714675409147,-5.74499274668995e-05,0.26435220720130914,21.98792315686532,0.01851570169725205,normal,normal,normal,normal,0
2026-01-01 01:10:00,HVAC_1,21.963894734289305,1.1836168926701116,318.03945923433923,0.0126824252593394,5.059224055412916,0.11442184736466388,-0.06215321321499201,-3.604296313959196,-0.004668773721825401,-0.04342943120975473,22.015751712595502,0.0165200391412118,normal,normal,normal,normal,0
2026-01-01 01:15:00,HVAC_1,22.078316581653965,1.129231462897479,317.8967733861732,0.0182864274173661,4.839544546155676,0.11442184736466032,-0.0543854297726325,-0.1426858481660247,0.005604002158026701,-0.2196795092572401,22.04426509499706,0.017156389522444516,normal,normal,normal,normal,0
2026-01-01 01:20:00,HVAC_1,22.56585577036316,1.2087288906415918,325.10649197429984,0.0196277704211691,4.616245756940192,0.48753918870919577,0.07949742774411273,7.209718588126634,0.001341343003802998,-0.22329878921548474,22.1421748961366,0.01763195105481032,normal,normal,normal,normal,0
2026-01-01 01:25:00,HVAC_1,21.99204583736524,1.2030115104970514,332.3162105624264,0.0190381951760943,5.0603094684667225,-0.5738099329979214,-0.005717380144540485,7.209718588126577,-0.0005895752450747992,0.4440637115265309,22.06394737404084,0.017399111027294235,normal,normal,normal,normal,0
2026-01-01 01:30:00,HVAC_1,22.342846844354508,1.2375966516343386,323.95515973521526,0.0154530627260263,5.28055886218722,0.3508010069892684,0.03458514113728728,-8.361050827211159,-0.003585132450068,0.2202493937204979,22.13207210915847,0.01707317999686,normal,normal,normal,normal,0
2026-01-01 01:35:00,HVAC_1,21.579444681162315,1.1504731837434656,319.3218205832924,0.0204982568254382,4.89930486917676,-0.7634021631921932,-0.087123467890873,-4.633339151922883,0.0050451940994119,-0.3812539930104606,22.08706740819808,0.017597689637572234,normal,normal,normal,normal,0
2026-01-01 01:40:00,HVAC_1,21.53480097068016,1.2034281487403014,314.6884814313695,0.0223679621531759,4.816115153153239,-0.04464371048215554,0.05295496499683572,-4.633339151922883,0.0018697053277377008,-0.08318971602352043,22.015551780929894,0.019211945786544986,normal,normal,normal,normal,0
2026-01-01 01:45:00,HVAC_1,22.464980321505266,1.160837335383188,318.3896924189716,0.0240675860868483,4.753827136713209,0.9301793508251066,-0.042590813357113344,3.70121098760211,0.0016996239336724006,-0.06228801644003035,22.079995737571775,0.020175472231458682,normal,normal,normal,normal,0
