timestamp,unit_id,temp,pressure,airflow,vibration,power,temp_change,pressure_change,airflow_change,vibration_change,power_change,temp_rolling_mean,vibration_rolling_mean,high_vibration,low_airflow,high_temp,high_power,risk_score,anomaly,anomaly_score,severity,health_score
2026-01-01 00:00:00,HVAC_1,21.929758912915247,1.1930867849414408,323.23844269050346,0.0276151492820401,4.953169325055333,,,,,,21.929758912915247,0.0276151492820401,False,False,False,False,0,,,normal,
2026-01-01 00:05:00,HVAC_1,21.929758912915247,1.2789606407753695,323.8371736457645,0.0176526280703252,5.108512008717193,0.0,0.0858738558339287,0.5987309552610327,-0.0099625212117149,0.1553426836618605,21.929758912915247,0.0226338886761826,False,False,False,False,0,0.0,0.21294158845507233,normal,100.0
2026-01-01 00:10:00,HVAC_1,22.07258868146981,1.1043359877671102,311.37541083743486,0.0171885623537951,4.797433775933115,0.1428297685545629,-0.1746246530082593,-12.461762808329638,-0.0004640657165301,-0.3110782327840784,21.977368835766768,0.0208187799020534,False,False,False,False,0,0.0,0.14263747103411584,normal,100.0
2026-01-01 00:15:00,HVAC_1,22.09427419977858,1.2732824384460777,314.1861086939204,0.0203376410234396,4.715050362757308,0.0216855183087716,0.1689464506789675,2.8106978564855467,0.0031490786696445,-0.0823834131758065,22.00659517676972,0.0206984951824,False,False,False,False,0,0.0,0.1783232473917929,normal,100.0
2026-01-01 00:20:00,HVAC_1,21.65470192677331,1.2187849009172835,316.99680655040595,0.0185415312510336,4.87965867755412,-0.4395722730052718,-0.0544975375287941,2.8106978564855467,-0.001796109772406,0.164608314796812,21.93621652677044,0.0202671023961267,False,False,False,False,0,0.0,0.22575633541065876,normal,100.0
2026-01-01 00:25:00,HVAC_1,22.55568345535268,1.2411272456051594,313.89578175014486,0.0210443179750237,4.6080659752240445,0.9009815285793684,0.0223423446878758,-3.1010248002610865,0.0025027867239901,-0.2715927023300759,22.03946101486748,0.0203966383259428,False,False,False,False,0,0.0,0.17950978852277544,normal,100.0
2026-01-01 00:30:00,HVAC_1,22.221539973998624,1.2085684140594986,319.4217585880588,0.0184944815220535,4.704295601926514,-0.3341434813540545,-0.0325588315456608,5.525976837913959,-0.0025498364529701,0.0962296267024696,22.08809119171471,0.0188765270326117,False,False,False,False,0,0.0,0.21915806674942984,normal,100.0
2026-01-01 00:35:00,HVAC_1,22.00923168695342,1.2171809144784231,311.1847992231863,0.0216204198469739,4.922983543916737,-0.2123082870452037,0.0086125004189245,-8.236959364872519,0.0031259383249203,0.2186879419902228,22.101336654054403,0.0195378256620532,False,False,False,False,0,0.0,0.21870185799375513,normal,100.0
2026-01-01 00:40:00,HVAC_1,21.796923399908213,1.2305838144420431,325.15499761247975,0.0246564005955809,4.8321564953554725,-0.2123082870452073,0.0134028999636199,13.970198389293444,0.003035980748607,-0.0908270485612643,22.055392440460803,0.0207824653690175,False,False,False,False,0,0.0,0.1976101266817617,normal,100.0
2026-01-01 00:45:00,HVAC_1,21.90723628724464,1.1760412881077356,319.0717051166809,0.0144683251299698,4.760758675183866,0.1103128873364269,-0.0545425263343075,-6.083292495798844,-0.0101880754656111,-0.0713978201716063,22.02421945503848,0.0198042460534392,False,False,False,False,0,0.0,0.21922793865035028,normal,100.0
2026-01-01 00:50:00,HVAC_1,21.9783969635259,1.2501766448946012,321.8081801252381,0.0167744012269743,5.072279121101682,0.0711606762812593,0.0741353567868656,2.7364750085571927,0.0023060760970044,0.3115204459178162,22.07816862783058,0.0195097243827626,False,False,False,False,0,0.0,0.21976471559850896,normal,100.0
2026-01-01 00:55:00,HVAC_1,22.46141096993979,1.069012744795513,324.1095125218761,0.0204352353411908,4.9401985299068265,0.4830140064138923,-0.1811639000990883,2.3013323966380312,0.0036608341142165,-0.1320805911948559,22.06245654692843,0.0194082106104572,False,False,False,False,0,0.0,0.15701050659455107,normal,100.0
2026-01-01 01:00:00,HVAC_1,21.934098433648742,1.2178556285755873,327.3894702237076,0.0174086489086317,4.838301279421362,-0.5273125362910491,0.1488428837800743,3.2799577018314494,-0.0030265864325591,-0.1018972504854645,22.014549623536784,0.0192272385082202,False,False,False,False,0,0.0,0.19219435363446657,normal,100.0
2026-01-01 01:05:00,HVAC_1,21.84947288692464,1.2457701058851036,321.64375554829843,0.0173511989811648,5.102653486622671,-0.0846255467241015,0.0279144773095163,-5.745714675409147,-5.74499274668995e-05,0.2643522072013091,21.98792315686532,0.018515701697252,False,False,False,False,0,0.0,0.2280515688365774,normal,100.0
2026-01-01 01:10:00,HVAC_1,21.963894734289305,1.1836168926701116,318.03945923433923,0.0126824252593394,5.059224055412916,0.1144218473646638,-0.062153213214992,-3.604296313959196,-0.0046687737218254,-0.0434294312097547,22.015751712595502,0.0165200391412118,False,False,False,False,0,0.0,0.23054504865259418,normal,100.0
2026-01-01 01:15:00,HVAC_1,22.078316581653965,1.129231462897479,317.8967733861732,0.0182864274173661,4.839544546155676,0.1144218473646603,-0.0543854297726325,-0.1426858481660247,0.0056040021580267,-0.2196795092572401,22.04426509499706,0.0171563895224445,False,False,False,False,0,0.0,0.22798258838622687,normal,100.0
2026-01-01 01:20:00,HVAC_1,22.56585577036316,1.2087288906415918,325.10649197429984,0.0196277704211691,4.616245756940192,0.4875391887091957,0.0794974277441127,7.209718588126634,0.0013413430038029,-0.2232987892154847,22.1421748961366,0.0176319510548103,False,False,False,False,0,0.0,0.18938563389087704,normal,100.0
2026-01-01 01:25:00,HVAC_1,21.99204583736524,1.2030115104970514,332.3162105624264,0.0190381951760943,5.0603094684667225,-0.5738099329979214,-0.0057173801445404,7.209718588126577,-0.0005895752450747,0.4440637115265309,22.06394737404084,0.0173991110272942,False,False,False,False,0,0.0,0.18229096834120728,normal,100.0
2026-01-01 01:30:00,HVAC_1,22.342846844354508,1.2375966516343386,323.95515973521526,0.0154530627260263,5.28055886218722,0.3508010069892684,0.0345851411372872,-8.361050827211159,-0.003585132450068,0.2202493937204979,22.13207210915847,0.01707317999686,False,False,False,False,0,0.0,0.20370309958625865,normal,100.0
2026-01-01 01:35:00,HVAC_1,21.579444681162315,1.1504731837434656,319.3218205832924,0.0204982568254382,4.89930486917676,-0.7634021631921932,-0.087123467890873,-4.633339151922883,0.0050451940994119,-0.3812539930104606,22.08706740819808,0.0175976896375722,False,False,False,False,0,0.0,0.18319109355335134,normal,100.0
2026-01-01 01:40:00,HVAC_1,21.53480097068016,1.2034281487403014,314.6884814313695,0.0223679621531759,4.816115153153239,-0.0446437104821555,0.0529549649968357,-4.633339151922883,0.0018697053277377,-0.0831897160235204,22.015551780929894,0.0192119457865449,False,False,False,False,0,0.0,0.2210456593801755,normal,100.0
